Date,Hour,Condi,Temp,Sunsine,Dew,preci,Snow,wdirect,wspeed,Gust,Pressure,Humidity
2024-05-11,14,,36 °C,—,23.9 °C,0 mm,—,,17 km/h,—,1008 hPa,50 %
2024-05-11,15,,36 °C,—,22.9 °C,4.2 mm,—,,19 km/h,—,1008 hPa,47 %
2024-05-11,16,,33 °C,—,25 °C,0.5 mm,—,,11 km/h,—,1007 hPa,63 %
2024-05-11,17,,31 °C,—,25.1 °C,1.9 mm,—,,11 km/h,—,1008 hPa,71 %
2024-05-11,18,,32 °C,—,25.1 °C,0 mm,—,,11 km/h,—,1009 hPa,67 %
2024-05-11,19,,31 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1009 hPa,79 %
2024-05-11,20,,31 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1009 hPa,79 %
2024-05-11,21,,31 °C,—,26.9 °C,0 mm,—,,17 km/h,—,1011 hPa,79 %
2024-05-11,22,,31 °C,—,26.9 °C,0 mm,—,,13 km/h,—,1011 hPa,79 %
2024-05-11,23,,31 °C,—,26.9 °C,0 mm,—,,9 km/h,—,1011 hPa,79 %
2024-05-12,00,,31 °C,—,28 °C,0 mm,—,,11 km/h,—,1011 hPa,84 %
2024-05-12,01,,30 °C,—,28 °C,0 mm,—,,11 km/h,—,1010 hPa,89 %
2024-05-12,02,,30 °C,—,27 °C,0 mm,—,,9 km/h,—,1010 hPa,84 %
2024-05-12,03,,30 °C,—,27 °C,0 mm,—,,13 km/h,—,1010 hPa,84 %
2024-05-12,04,,30 °C,—,27 °C,0 mm,—,,13 km/h,—,1010 hPa,84 %
2024-05-12,05,,30 °C,—,28 °C,0 mm,—,,17 km/h,—,1010 hPa,89 %
2024-05-12,06,,30 °C,—,27 °C,0 mm,—,,13 km/h,—,1011 hPa,84 %
2024-05-12,07,,31 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1011 hPa,79 %
2024-05-12,08,,32 °C,—,26.1 °C,0 mm,—,,15 km/h,—,1012 hPa,71 %
2024-05-12,09,,33 °C,—,25 °C,0 mm,—,,13 km/h,—,1012 hPa,63 %
2024-05-12,10,,34 °C,—,24 °C,0 mm,—,,11 km/h,—,1011 hPa,56 %
2024-05-12,11,,36 °C,—,22.9 °C,0 mm,—,,13 km/h,—,1010 hPa,47 %
2024-05-12,12,,36 °C,—,22.9 °C,0 mm,—,,9 km/h,—,1010 hPa,47 %
2024-05-12,13,,38 °C,—,22.1 °C,0.6 mm,—,,9 km/h,—,1008 hPa,40 %
2024-05-12,14,,35 °C,—,24.9 °C,0.1 mm,—,,20 km/h,—,1007 hPa,56 %
2024-05-12,15,,36 °C,—,24.9 °C,2.6 mm,—,,17 km/h,—,1006 hPa,53 %
2024-05-12,16,,34 °C,—,25.1 °C,0 mm,—,,17 km/h,—,1006 hPa,60 %
2024-05-12,17,,33 °C,—,26.1 °C,0.2 mm,—,,19 km/h,—,1006 hPa,67 %
2024-05-12,18,,32 °C,—,26.1 °C,0.3 mm,—,,11 km/h,—,1007 hPa,71 %
2024-05-12,19,,31 °C,—,26.9 °C,0.7 mm,—,,15 km/h,—,1008 hPa,79 %
2024-05-12,20,,31 °C,—,26.9 °C,0.1 mm,—,,15 km/h,—,1008 hPa,79 %
2024-05-12,21,,31 °C,—,26 °C,0 mm,—,,17 km/h,—,1009 hPa,75 %
2024-05-12,22,,31 °C,—,26 °C,0 mm,—,,13 km/h,—,1010 hPa,75 %
2024-05-12,23,,31 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1010 hPa,79 %
2024-05-13,00,,31 °C,—,26.9 °C,0.4 mm,—,,11 km/h,—,1009 hPa,79 %
2024-05-13,01,,31 °C,—,26.9 °C,0 mm,—,,13 km/h,—,1008 hPa,79 %
2024-05-13,02,,30 °C,—,27 °C,0 mm,—,,11 km/h,—,1008 hPa,84 %
2024-05-13,03,,30 °C,—,28 °C,0 mm,—,,13 km/h,—,1008 hPa,89 %
2024-05-13,04,,30 °C,—,27 °C,0 mm,—,,11 km/h,—,1008 hPa,84 %
2024-05-13,05,,30 °C,—,27 °C,0 mm,—,,7 km/h,—,1009 hPa,84 %
2024-05-13,06,,30 °C,—,27 °C,0 mm,—,,17 km/h,—,1009 hPa,84 %
2024-05-13,07,,31 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1009 hPa,79 %
2024-05-13,08,,33 °C,—,23.9 °C,0 mm,—,,13 km/h,—,1010 hPa,59 %
2024-05-13,09,,33 °C,—,25 °C,0 mm,—,,9 km/h,—,1011 hPa,63 %
2024-05-13,10,,34 °C,—,24 °C,0.1 mm,—,,9 km/h,—,1010 hPa,56 %
2024-05-13,11,,35 °C,—,23 °C,0 mm,—,,9 km/h,—,1009 hPa,50 %
2024-05-13,12,,36 °C,—,22.9 °C,0 mm,—,,9 km/h,—,1009 hPa,47 %
2024-05-13,13,,37 °C,—,23.1 °C,0 mm,—,,11 km/h,—,1007 hPa,45 %
2024-05-13,14,,36 °C,—,22.9 °C,0 mm,—,,11 km/h,—,1006 hPa,47 %
2024-05-13,15,,36 °C,—,22.9 °C,1.6 mm,—,,15 km/h,—,1006 hPa,47 %
2024-05-13,16,,34 °C,—,23.1 °C,0.4 mm,—,,19 km/h,—,1006 hPa,53 %
2024-05-13,17,,33 °C,—,23.9 °C,0 mm,—,,17 km/h,—,1007 hPa,59 %
2024-05-13,18,,29.8 °C,—,24.4 °C,0 mm,—,,9.3 km/h,—,1007.4 hPa,73 %
2024-05-13,19,,31 °C,—,26.9 °C,0.4 mm,—,,13 km/h,—,1009 hPa,79 %
2024-05-13,20,,31 °C,—,26 °C,1 mm,—,,13 km/h,—,1009 hPa,75 %
2024-05-13,21,,31 °C,—,26 °C,1.2 mm,—,,7 km/h,—,1010 hPa,75 %
2024-05-13,22,,29 °C,—,26 °C,0 mm,—,,11 km/h,—,1010 hPa,84 %
2024-05-13,23,,28 °C,—,26 °C,0.1 mm,—,,6 km/h,—,1010 hPa,89 %
2024-05-14,00,,28 °C,—,26.9 °C,0 mm,—,,7 km/h,—,1010 hPa,94 %
2024-05-14,01,,28 °C,—,26 °C,0 mm,—,,4 km/h,—,1009 hPa,89 %
2024-05-14,02,,28 °C,—,26 °C,0 mm,—,,4 km/h,—,1009 hPa,89 %
2024-05-14,03,,28 °C,—,26 °C,0 mm,—,,2 km/h,—,1009 hPa,89 %
2024-05-14,04,,28 °C,—,26 °C,0 mm,—,,2 km/h,—,1009 hPa,89 %
2024-05-14,05,,28 °C,—,26 °C,0 mm,—,,4 km/h,—,1009 hPa,89 %
2024-05-14,06,,28 °C,—,26 °C,0 mm,—,,7 km/h,—,1010 hPa,89 %
2024-05-14,07,,30 °C,—,26 °C,0 mm,—,,4 km/h,—,1010 hPa,79 %
2024-05-14,08,,31 °C,—,26 °C,0 mm,—,,2 km/h,—,1010 hPa,75 %
2024-05-14,09,,33 °C,—,23.9 °C,0 mm,—,,6 km/h,—,1010 hPa,59 %
2024-05-14,10,,34 °C,—,25.1 °C,0 mm,—,,6 km/h,—,1010 hPa,60 %
2024-05-14,11,,35 °C,—,24 °C,0 mm,—,,7 km/h,—,1009 hPa,53 %
2024-05-14,12,,35 °C,—,24 °C,0 mm,—,,6 km/h,—,1008 hPa,53 %
2024-05-14,13,,35 °C,—,24 °C,0 mm,—,,7 km/h,—,1008 hPa,53 %
2024-05-14,14,,36 °C,—,22.9 °C,0.1 mm,—,,6 km/h,—,1006 hPa,47 %
2024-05-14,15,,34 °C,—,24 °C,0.8 mm,—,,22 km/h,—,1007 hPa,56 %
2024-05-14,16,,31 °C,—,25.1 °C,0 mm,—,,22 km/h,—,1006 hPa,71 %
2024-05-14,17,,33 °C,—,26.1 °C,0 mm,—,,17 km/h,—,1007 hPa,67 %
2024-05-14,18,,32 °C,—,26.1 °C,0 mm,—,,11 km/h,—,1008 hPa,71 %
2024-05-14,19,,32 °C,—,26.1 °C,0 mm,—,,15 km/h,—,1009 hPa,71 %
2024-05-14,20,,31 °C,—,26 °C,0 mm,—,,17 km/h,—,1009 hPa,75 %
2024-05-14,21,,31 °C,—,26 °C,0 mm,—,,15 km/h,—,1009 hPa,75 %
2024-05-14,22,,31 °C,—,26 °C,0 mm,—,,15 km/h,—,1009 hPa,75 %
2024-05-14,23,,31 °C,—,26 °C,0 mm,—,,9 km/h,—,1009 hPa,75 %
2024-05-15,00,,31 °C,—,26 °C,0 mm,—,,9 km/h,—,1009 hPa,75 %
2024-05-15,01,,30 °C,—,26 °C,0 mm,—,,7 km/h,—,1008 hPa,79 %
2024-05-15,02,,30 °C,—,27 °C,0 mm,—,,13 km/h,—,1008 hPa,84 %
2024-05-15,03,,30 °C,—,27 °C,0 mm,—,,9 km/h,—,1008 hPa,84 %
2024-05-15,04,,30 °C,—,27 °C,0 mm,—,,4 km/h,—,1009 hPa,84 %
2024-05-15,05,,30 °C,—,27 °C,0 mm,—,,11 km/h,—,1009 hPa,84 %
2024-05-15,06,,31 °C,—,26.9 °C,0 mm,—,,13 km/h,—,1009 hPa,79 %
2024-05-15,07,,32 °C,—,26.1 °C,0 mm,—,,15 km/h,—,1011 hPa,71 %
2024-05-15,08,,33 °C,—,25 °C,0 mm,—,,19 km/h,—,1011 hPa,63 %
2024-05-15,09,,35 °C,—,24 °C,0 mm,—,,19 km/h,—,1011 hPa,53 %
2024-05-15,10,,36 °C,—,22.9 °C,0 mm,—,,19 km/h,—,1010 hPa,47 %
2024-05-15,11,,36 °C,—,22.9 °C,0.4 mm,—,,19 km/h,—,1009 hPa,47 %
2024-05-15,12,,38 °C,—,22.1 °C,2.6 mm,—,,13 km/h,—,1009 hPa,40 %
2024-05-15,13,,38 °C,—,21.2 °C,3.3 mm,—,,9 km/h,—,1008 hPa,38 %
2024-05-15,14,,36 °C,—,23.9 °C,1.2 mm,—,,22 km/h,—,1007 hPa,50 %
2024-05-15,15,,34 °C,—,25.1 °C,1.4 mm,—,,19 km/h,—,1007 hPa,60 %
2024-05-15,16,,33 °C,—,25 °C,1.7 mm,—,,24 km/h,—,1007 hPa,63 %
2024-05-15,17,,25 °C,—,24 °C,0 mm,—,,7 km/h,—,1011 hPa,94 %
2024-05-15,18,,24 °C,—,24 °C,0.1 mm,—,,2 km/h,—,1011 hPa,100 %
2024-05-15,19,,25 °C,—,25 °C,0.2 mm,—,,2 km/h,—,1011 hPa,100 %
2024-05-15,20,,26 °C,—,26 °C,0 mm,—,,7 km/h,—,1011 hPa,100 %
2024-05-15,21,,26 °C,—,26 °C,0 mm,—,,11 km/h,—,1011 hPa,100 %
2024-05-15,22,,27 °C,—,26 °C,0 mm,—,,7 km/h,—,1011 hPa,94 %
2024-05-15,23,,27 °C,—,26 °C,0 mm,—,,6 km/h,—,1011 hPa,94 %
2024-05-16,00,,27 °C,—,26 °C,0 mm,—,,6 km/h,—,1011 hPa,94 %
2024-05-16,01,,26 °C,—,26 °C,0 mm,—,,6 km/h,—,1009 hPa,100 %
2024-05-16,02,,26 °C,—,26 °C,0 mm,—,,6 km/h,—,1009 hPa,100 %
2024-05-16,03,,26 °C,—,26 °C,0 mm,—,,6 km/h,—,1009 hPa,100 %
2024-05-16,04,,26 °C,—,26 °C,0 mm,—,,4 km/h,—,1009 hPa,100 %
2024-05-16,05,,26 °C,—,26 °C,0 mm,—,,4 km/h,—,1009 hPa,100 %
2024-05-16,06,,27 °C,—,27 °C,0 mm,—,,2 km/h,—,1010 hPa,100 %
2024-05-16,07,,28 °C,—,26.9 °C,0 mm,—,,6 km/h,—,1010 hPa,94 %
2024-05-16,08,,29 °C,—,27.9 °C,0 mm,—,,7 km/h,—,1010 hPa,94 %
2024-05-16,09,,31 °C,—,26.9 °C,0 mm,—,,11 km/h,—,1010 hPa,79 %
2024-05-16,10,,33 °C,—,26.1 °C,0 mm,—,,11 km/h,—,1010 hPa,67 %
2024-05-16,11,,35 °C,—,24.9 °C,0 mm,—,,7 km/h,—,1009 hPa,56 %
2024-05-16,12,,35 °C,—,24 °C,0 mm,—,,11 km/h,—,1008 hPa,53 %
2024-05-16,13,,35 °C,—,24 °C,0 mm,—,,7 km/h,—,1007 hPa,53 %
2024-05-16,14,,26 °C,—,25 °C,1.4 mm,—,,24 km/h,—,1007 hPa,94 %
2024-05-16,15,,28 °C,—,26.9 °C,0.5 mm,—,,9 km/h,—,1007 hPa,94 %
2024-05-16,16,,29 °C,—,27 °C,2.2 mm,—,,9 km/h,—,1007 hPa,89 %
2024-05-16,17,,30 °C,—,28 °C,0.4 mm,—,,6 km/h,—,1007 hPa,89 %
2024-05-16,18,,30 °C,—,28.9 °C,0 mm,—,,11 km/h,—,1008 hPa,94 %
2024-05-16,19,,30 °C,—,28.9 °C,0 mm,—,,4 km/h,—,1009 hPa,94 %
2024-05-16,20,,29 °C,—,27.9 °C,0 mm,—,,4 km/h,—,1010 hPa,94 %
2024-05-16,21,,30 °C,—,28 °C,0 mm,—,,9 km/h,—,1010 hPa,89 %
2024-05-16,22,,30 °C,—,28 °C,0 mm,—,,6 km/h,—,1010 hPa,89 %
2024-05-16,23,,30 °C,—,28 °C,0 mm,—,,6 km/h,—,1010 hPa,89 %
2024-05-17,00,,30 °C,—,28 °C,0 mm,—,,4 km/h,—,1010 hPa,89 %
2024-05-17,01,,29 °C,—,27.9 °C,0.4 mm,—,,6 km/h,—,1009 hPa,94 %
2024-05-17,02,,29 °C,—,27.9 °C,4.4 mm,—,,6 km/h,—,1008 hPa,94 %
2024-05-17,03,,28 °C,—,28 °C,0.3 mm,—,,4 km/h,—,1008 hPa,100 %
2024-05-17,04,,28 °C,—,28 °C,0 mm,—,,4 km/h,—,1008 hPa,100 %
2024-05-17,05,,28 °C,—,28 °C,0 mm,—,,2 km/h,—,1008 hPa,100 %
2024-05-17,06,,29 °C,—,27.9 °C,0 mm,—,,4 km/h,—,1009 hPa,94 %
2024-05-17,07,,30 °C,—,28 °C,0 mm,—,,7 km/h,—,1010 hPa,89 %
2024-05-17,08,,31 °C,—,26.9 °C,0 mm,—,,11 km/h,—,1010 hPa,79 %
2024-05-17,09,,33 °C,—,27 °C,0 mm,—,,11 km/h,—,1010 hPa,71 %
2024-05-17,10,,33 °C,—,27 °C,0 mm,—,,9 km/h,—,1010 hPa,71 %
2024-05-17,11,,33 °C,—,26.1 °C,0 mm,—,,9 km/h,—,1009 hPa,67 %
2024-05-17,12,,33 °C,—,26.1 °C,0 mm,—,,15 km/h,—,1009 hPa,67 %
2024-05-17,13,,32 °C,—,26.1 °C,3.2 mm,—,,20 km/h,—,1008 hPa,71 %
2024-05-17,14,,32 °C,—,26.1 °C,0.6 mm,—,,13 km/h,—,1007 hPa,71 %
2024-05-17,15,,32 °C,—,25.1 °C,0.1 mm,—,,15 km/h,—,1006 hPa,67 %
2024-05-17,16,,32 °C,—,25.1 °C,0.6 mm,—,,19 km/h,—,1006 hPa,67 %
2024-05-17,17,,32 °C,—,26.1 °C,0 mm,—,,13 km/h,—,1007 hPa,71 %
2024-05-17,18,,31 °C,—,26.9 °C,0 mm,—,,7 km/h,—,1007 hPa,79 %
2024-05-17,19,,31 °C,—,26.9 °C,0 mm,—,,9 km/h,—,1008 hPa,79 %
2024-05-17,20,,31 °C,—,26.9 °C,0 mm,—,,7 km/h,—,1009 hPa,79 %
2024-05-17,21,,31 °C,—,26.9 °C,0 mm,—,,7 km/h,—,1010 hPa,79 %
2024-05-17,22,,30 °C,—,28 °C,0 mm,—,,7 km/h,—,1010 hPa,89 %
2024-05-17,23,,30 °C,—,27 °C,0 mm,—,,6 km/h,—,1010 hPa,84 %
2024-05-18,00,,30 °C,—,28 °C,0 mm,—,,6 km/h,—,1010 hPa,89 %
2024-05-18,01,,29 °C,—,27 °C,0 mm,—,,6 km/h,—,1009 hPa,89 %
2024-05-18,02,,29 °C,—,27 °C,0 mm,—,,2 km/h,—,1008 hPa,89 %
2024-05-18,03,,28 °C,—,28 °C,0 mm,—,,4 km/h,—,1008 hPa,100 %
2024-05-18,04,,28 °C,—,28 °C,0 mm,—,,4 km/h,—,1007 hPa,100 %
2024-05-18,05,,28 °C,—,26.9 °C,0 mm,—,,1.8 km/h,—,1007 hPa,94 %
2024-05-18,06,,29 °C,—,27.9 °C,0 mm,—,,4 km/h,—,1008 hPa,94 %
2024-05-18,07,,30 °C,—,28 °C,0 mm,—,,2 km/h,—,1008 hPa,89 %
2024-05-18,08,,31 °C,—,28 °C,0 mm,—,,4 km/h,—,1009 hPa,84 %
2024-05-18,09,,33 °C,—,26.1 °C,0 mm,—,,7 km/h,—,1009 hPa,67 %
2024-05-18,10,,33 °C,—,26.1 °C,0 mm,—,,7 km/h,—,1008 hPa,67 %
2024-05-18,11,,34 °C,—,25.1 °C,0 mm,—,,7 km/h,—,1007 hPa,60 %
2024-05-18,12,,35 °C,—,24 °C,0 mm,—,,7 km/h,—,1006 hPa,53 %
2024-05-18,13,,35 °C,—,22 °C,0 mm,—,,7 km/h,—,1006 hPa,47 %
2024-05-18,14,,34 °C,—,25.1 °C,0.5 mm,—,,9 km/h,—,1004 hPa,60 %
2024-05-18,15,,33 °C,—,26.1 °C,0 mm,—,,11 km/h,—,1003 hPa,67 %
2024-05-18,16,,34 °C,—,25.1 °C,0 mm,—,,9 km/h,—,1003 hPa,60 %
2024-05-18,17,,30 °C,—,28 °C,0 mm,—,,6 km/h,—,1004 hPa,89 %
2024-05-18,18,,30 °C,—,28 °C,0 mm,—,,4 km/h,—,1005 hPa,89 %
2024-05-18,19,,31 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1006 hPa,79 %
2024-05-18,20,,31 °C,—,26.9 °C,0 mm,—,,11 km/h,—,1007 hPa,79 %
2024-05-18,21,,31 °C,—,26.9 °C,0.3 mm,—,,13 km/h,—,1007 hPa,79 %
2024-05-18,22,,30 °C,—,28 °C,0 mm,—,,7 km/h,—,1008 hPa,89 %
2024-05-18,23,,30 °C,—,28 °C,0 mm,—,,11 km/h,—,1008 hPa,89 %
2024-05-19,00,,30 °C,—,28 °C,0 mm,—,,15 km/h,—,1007 hPa,89 %
2024-05-19,01,,29 °C,—,27.9 °C,0 mm,—,,9 km/h,—,1006 hPa,94 %
2024-05-19,02,,28 °C,—,28 °C,0 mm,—,,4 km/h,—,1006 hPa,100 %
2024-05-19,03,,28 °C,—,28 °C,0 mm,—,,6 km/h,—,1006 hPa,100 %
2024-05-19,04,,28 °C,—,26.9 °C,0 mm,—,,6 km/h,—,1006 hPa,94 %
2024-05-19,05,,27 °C,—,27 °C,0 mm,—,,7 km/h,—,1006 hPa,100 %
2024-05-19,06,,28 °C,—,26.9 °C,0 mm,—,,9 km/h,—,1007 hPa,94 %
2024-05-19,07,,29 °C,—,27.9 °C,0 mm,—,,6 km/h,—,1008 hPa,94 %
2024-05-19,08,,29 °C,—,29 °C,0 mm,—,,6 km/h,—,1008 hPa,100 %
2024-05-19,09,,33 °C,—,27 °C,0 mm,—,,7 km/h,—,1008 hPa,71 %
2024-05-19,10,,33 °C,—,27 °C,0 mm,—,,13 km/h,—,1007 hPa,71 %
2024-05-19,11,,34 °C,—,26 °C,0 mm,—,,15 km/h,—,1007 hPa,63 %
2024-05-19,12,,34 °C,—,24 °C,0 mm,—,,15 km/h,—,1006 hPa,56 %
2024-05-19,13,,35 °C,—,24 °C,0 mm,—,,15 km/h,—,1005 hPa,53 %
2024-05-19,14,,34 °C,—,24 °C,0 mm,—,,13 km/h,—,1004 hPa,56 %
2024-05-19,15,,34 °C,—,24 °C,4.5 mm,—,,15 km/h,—,1003 hPa,56 %
2024-05-19,16,,34 °C,—,25.1 °C,1.4 mm,—,,17 km/h,—,1003 hPa,60 %
2024-05-19,17,,33 °C,—,26.1 °C,0.7 mm,—,,9 km/h,—,1003 hPa,67 %
2024-05-19,18,,32 °C,—,26.1 °C,0 mm,—,,7 km/h,—,1004 hPa,71 %
2024-05-19,19,,32 °C,—,28.1 °C,0 mm,—,,11 km/h,—,1004 hPa,80 %
2024-05-19,20,,31 °C,—,26 °C,0 mm,—,,15 km/h,—,1005 hPa,75 %
2024-05-19,21,,30 °C,—,27 °C,0 mm,—,,7 km/h,—,1006 hPa,84 %
2024-05-19,22,,30 °C,—,28 °C,0 mm,—,,7 km/h,—,1006 hPa,89 %
2024-05-19,23,,30 °C,—,28 °C,0.5 mm,—,,9 km/h,—,1007 hPa,89 %
2024-05-20,00,,30 °C,—,28 °C,0 mm,—,,7 km/h,—,1006 hPa,89 %
2024-05-20,01,,30 °C,—,28 °C,0 mm,—,,7 km/h,—,1005 hPa,89 %
2024-05-20,02,,30 °C,—,28 °C,0 mm,—,,9 km/h,—,1005 hPa,89 %
2024-05-20,03,,29 °C,—,27.9 °C,0 mm,—,,7 km/h,—,1005 hPa,94 %
2024-05-20,04,,29 °C,—,27.9 °C,0.1 mm,—,,2 km/h,—,1006 hPa,94 %
2024-05-20,05,,29 °C,—,27.9 °C,0 mm,—,,9 km/h,—,1006 hPa,94 %
2024-05-20,06,,27 °C,—,26 °C,0 mm,—,,19 km/h,—,1008 hPa,94 %
2024-05-20,07,,27 °C,—,26 °C,0 mm,—,,9 km/h,—,1008 hPa,94 %
2024-05-20,08,,27 °C,—,27 °C,0 mm,—,,9 km/h,—,1008 hPa,100 %
2024-05-20,09,,30 °C,—,28 °C,0.2 mm,—,,6 km/h,—,1008 hPa,89 %
2024-05-20,10,,32 °C,—,27 °C,0 mm,—,,7 km/h,—,1007 hPa,75 %
2024-05-20,11,,33 °C,—,27 °C,0.1 mm,—,,7 km/h,—,1007 hPa,71 %
2024-05-20,12,,34 °C,—,26 °C,0 mm,—,,9 km/h,—,1005 hPa,63 %
2024-05-20,13,,35 °C,—,24.9 °C,0 mm,—,,13 km/h,—,1005 hPa,56 %
2024-05-20,14,,36 °C,—,24.9 °C,4.2 mm,—,,13 km/h,—,1004 hPa,53 %
2024-05-20,15,,36 °C,—,24.9 °C,1.1 mm,—,,13 km/h,—,1003 hPa,53 %
2024-05-20,16,,36 °C,—,24.9 °C,0 mm,—,,13 km/h,—,1002 hPa,53 %
2024-05-20,17,,29 °C,—,27.9 °C,0 mm,—,,24 km/h,—,1003 hPa,94 %
2024-05-20,18,,29 °C,—,27.9 °C,0.4 mm,—,,11 km/h,—,1005 hPa,94 %
2024-05-20,19,,28 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1006 hPa,94 %
2024-05-20,20,,28 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1007 hPa,94 %
2024-05-20,21,,28 °C,—,26.9 °C,0.2 mm,—,,15 km/h,—,1007 hPa,94 %
2024-05-20,22,,27 °C,—,27 °C,0 mm,—,,11 km/h,—,1008 hPa,100 %
2024-05-20,23,,27 °C,—,26 °C,0 mm,—,,22 km/h,—,1009 hPa,94 %
2024-05-21,00,,26 °C,—,26 °C,2.1 mm,—,,24 km/h,—,1009 hPa,100 %
2024-05-21,01,,26 °C,—,25 °C,0.5 mm,—,,13 km/h,—,1007 hPa,94 %
2024-05-21,02,,26 °C,—,25 °C,0 mm,—,,4 km/h,—,1006 hPa,94 %
2024-05-21,03,,26 °C,—,26 °C,0 mm,—,,4 km/h,—,1007 hPa,100 %
2024-05-21,04,,26 °C,—,26 °C,0 mm,—,,4 km/h,—,1007 hPa,100 %
2024-05-21,05,,26 °C,—,26 °C,0 mm,—,,2 km/h,—,1007 hPa,100 %
2024-05-21,06,,26 °C,—,25 °C,0 mm,—,,24 km/h,—,1009 hPa,94 %
2024-05-21,07,,26 °C,—,25 °C,0 mm,—,,20 km/h,—,1009 hPa,94 %
2024-05-21,08,,26 °C,—,25 °C,1 mm,—,,13 km/h,—,1009 hPa,94 %
2024-05-21,09,,29 °C,—,26 °C,0 mm,—,,4 km/h,—,1009 hPa,84 %
2024-05-21,10,,32 °C,—,26.1 °C,3.1 mm,—,,2 km/h,—,1008 hPa,71 %
2024-05-21,11,,33 °C,—,25 °C,0 mm,—,,6 km/h,—,1008 hPa,63 %
2024-05-21,12,,33 °C,—,25 °C,0.2 mm,—,,11 km/h,—,1007 hPa,63 %
2024-05-21,13,,33 °C,—,25 °C,0.9 mm,—,,7 km/h,—,1007 hPa,63 %
2024-05-21,14,,34 °C,—,25.1 °C,2.1 mm,—,,11 km/h,—,1005 hPa,60 %
2024-05-21,15,,35 °C,—,24.9 °C,2.6 mm,—,,15 km/h,—,1005 hPa,56 %
2024-05-21,16,,35 °C,—,24 °C,4.7 mm,—,,13 km/h,—,1005 hPa,53 %
2024-05-21,17,,27 °C,—,26 °C,0.3 mm,—,,11 km/h,—,1006 hPa,94 %
2024-05-21,18,,28 °C,—,26.9 °C,0 mm,—,,4 km/h,—,1006 hPa,94 %
2024-05-21,19,,28 °C,—,26.9 °C,0 mm,—,,4 km/h,—,1007 hPa,94 %
2024-05-21,20,,28 °C,—,26.9 °C,0 mm,—,,7 km/h,—,1008 hPa,94 %
2024-05-21,21,,28 °C,—,26.9 °C,0.1 mm,—,,6 km/h,—,1008 hPa,94 %
2024-05-21,22,,28 °C,—,26.9 °C,0.2 mm,—,,2 km/h,—,1008 hPa,94 %
2024-05-21,23,,28 °C,—,26.9 °C,0 mm,—,,4 km/h,—,1009 hPa,94 %
2024-05-22,00,,28 °C,—,26.9 °C,0 mm,—,,2 km/h,—,1009 hPa,94 %
2024-05-22,01,,28 °C,—,26.9 °C,0 mm,—,,11 km/h,—,1008 hPa,94 %
2024-05-22,02,,28 °C,—,26.9 °C,0 mm,—,,4 km/h,—,1008 hPa,94 %
2024-05-22,03,,27 °C,—,27 °C,0 mm,—,,6 km/h,—,1008 hPa,100 %
2024-05-22,04,,28 °C,—,26.9 °C,0 mm,—,,4 km/h,—,1007 hPa,94 %
2024-05-22,05,,27 °C,—,27 °C,0 mm,—,,2 km/h,—,1008 hPa,100 %
2024-05-22,06,,28 °C,—,26.9 °C,0 mm,—,,2 km/h,—,1009 hPa,94 %
2024-05-22,07,,29 °C,—,27.9 °C,0 mm,—,,4 km/h,—,1009 hPa,94 %
2024-05-22,08,,30 °C,—,28 °C,0 mm,—,,6 km/h,—,1009 hPa,89 %
