Date,Hour,Condi,Temp,Sunsine,Dew,preci,Snow,wdirect,wspeed,Gust,Pressure,Humidity
2024-06-02,03,,27 °C,—,27 °C,0 mm,—,,2 km/h,—,1010 hPa,100 %
2024-06-02,04,,27 °C,—,27 °C,0 mm,—,,4 km/h,—,1011 hPa,100 %
2024-06-02,05,,27 °C,—,27 °C,0 mm,—,,4 km/h,—,1011 hPa,100 %
2024-06-02,06,,27 °C,—,27 °C,0 mm,—,,2 km/h,—,1011 hPa,100 %
2024-06-02,07,,28 °C,—,28 °C,0 mm,—,,6 km/h,—,1012 hPa,100 %
2024-06-02,08,,29 °C,—,27.9 °C,0 mm,—,,7 km/h,—,1012 hPa,94 %
2024-06-02,09,,30 °C,—,28 °C,0 mm,—,,13 km/h,—,1012 hPa,89 %
2024-06-02,10,,31 °C,—,26.9 °C,0 mm,—,,13 km/h,—,1011 hPa,79 %
2024-06-02,11,,32 °C,—,27 °C,0 mm,—,,13 km/h,—,1011 hPa,75 %
2024-06-02,12,,33 °C,—,26.1 °C,0 mm,—,,13 km/h,—,1010 hPa,67 %
2024-06-02,13,,33 °C,—,26.1 °C,0 mm,—,,13 km/h,—,1010 hPa,67 %
2024-06-02,14,,34 °C,—,26 °C,0 mm,—,,11 km/h,—,1009 hPa,63 %
2024-06-02,15,,34 °C,—,25.1 °C,0 mm,—,,11 km/h,—,1008 hPa,60 %
2024-06-02,16,,34 °C,—,25.1 °C,0 mm,—,,11 km/h,—,1008 hPa,60 %
2024-06-02,17,,33 °C,—,23.9 °C,0 mm,—,,11 km/h,—,1008 hPa,59 %
2024-06-02,18,,32 °C,—,24.1 °C,0 mm,—,,6 km/h,—,1009 hPa,63 %
2024-06-02,19,,31 °C,—,23.9 °C,0 mm,—,,4 km/h,—,1010 hPa,66 %
2024-06-02,20,,31 °C,—,25.1 °C,0 mm,—,,2 km/h,—,1010 hPa,71 %
2024-06-02,21,,30 °C,—,25.1 °C,0 mm,—,,6 km/h,—,1011 hPa,75 %
2024-06-02,22,,31 °C,—,25.1 °C,0 mm,—,,6 km/h,—,1011 hPa,71 %
2024-06-02,23,,29 °C,—,25 °C,0 mm,—,,7 km/h,—,1011 hPa,79 %
2024-06-03,00,,30 °C,—,26 °C,0 mm,—,,6 km/h,—,1010 hPa,79 %
2024-06-03,01,,29 °C,—,26 °C,0 mm,—,,11 km/h,—,1009 hPa,84 %
2024-06-03,02,,28 °C,—,26.9 °C,0 mm,—,,7 km/h,—,1009 hPa,94 %
2024-06-03,03,,28 °C,—,28 °C,0 mm,—,,6 km/h,—,1009 hPa,100 %
2024-06-03,04,,26.1 °C,—,25.1 °C,0 mm,—,,3.7 km/h,—,1009.1 hPa,94 %
2024-06-03,05,,28 °C,—,28 °C,0 mm,—,,6 km/h,—,1009 hPa,100 %
2024-06-03,06,,28 °C,—,28 °C,0 mm,—,,7 km/h,—,1009 hPa,100 %
2024-06-03,07,,30 °C,—,28.9 °C,0 mm,—,,4 km/h,—,1010 hPa,94 %
2024-06-03,08,,31 °C,—,28 °C,0 mm,—,,4 km/h,—,1010 hPa,84 %
2024-06-03,09,,33 °C,—,27 °C,0 mm,—,,7 km/h,—,1010 hPa,71 %
2024-06-03,10,,34 °C,—,23.1 °C,0 mm,—,,11 km/h,—,1010 hPa,53 %
2024-06-03,11,,35 °C,—,24 °C,0 mm,—,,13 km/h,—,1010 hPa,53 %
2024-06-03,12,,35 °C,—,24 °C,0 mm,—,,19 km/h,—,1009 hPa,53 %
2024-06-03,13,,35 °C,—,23 °C,0 mm,—,,13 km/h,—,1009 hPa,50 %
2024-06-03,14,,35 °C,—,23 °C,0 mm,—,,19 km/h,—,1008 hPa,50 %
2024-06-03,15,,36 °C,—,22.9 °C,0 mm,—,,22 km/h,—,1007 hPa,47 %
2024-06-03,16,,35 °C,—,23 °C,0 mm,—,,15 km/h,—,1007 hPa,50 %
2024-06-03,17,,34 °C,—,23.1 °C,0 mm,—,,13 km/h,—,1007 hPa,53 %
2024-06-03,18,,33 °C,—,23.1 °C,0 mm,—,,9 km/h,—,1007 hPa,56 %
2024-06-03,19,,33 °C,—,23.1 °C,0 mm,—,,9 km/h,—,1008 hPa,56 %
2024-06-03,20,,31 °C,—,25.1 °C,0 mm,—,,17 km/h,—,1009 hPa,71 %
2024-06-03,21,,30 °C,—,25.1 °C,0 mm,—,,17 km/h,—,1009 hPa,75 %
2024-06-03,22,,30 °C,—,26 °C,0 mm,—,,9 km/h,—,1009 hPa,79 %
2024-06-03,23,,29 °C,—,26 °C,0 mm,—,,11 km/h,—,1009 hPa,84 %
2024-06-04,00,,28 °C,—,26 °C,0 mm,—,,11 km/h,—,1009 hPa,89 %
2024-06-04,01,,28 °C,—,26 °C,0 mm,—,,6 km/h,—,1008 hPa,89 %
2024-06-04,02,,28 °C,—,26 °C,0 mm,—,,6 km/h,—,1008 hPa,89 %
2024-06-04,03,,28 °C,—,26 °C,0 mm,—,,4 km/h,—,1008 hPa,89 %
2024-06-04,04,,28 °C,—,26.9 °C,0 mm,—,,6 km/h,—,1008 hPa,94 %
2024-06-04,05,,28 °C,—,26.9 °C,0 mm,—,,6 km/h,—,1009 hPa,94 %
2024-06-04,06,,28 °C,—,26.9 °C,0 mm,—,,7 km/h,—,1009 hPa,94 %
2024-06-04,07,,30 °C,—,28 °C,0 mm,—,,7 km/h,—,1009 hPa,89 %
2024-06-04,08,,31 °C,—,26.9 °C,0 mm,—,,11 km/h,—,1010 hPa,79 %
2024-06-04,09,,33 °C,—,27 °C,0 mm,—,,4 km/h,—,1010 hPa,71 %
2024-06-04,10,,35 °C,—,26.9 °C,0 mm,—,,9 km/h,—,1010 hPa,63 %
2024-06-04,11,,35 °C,—,24.9 °C,0 mm,—,,7 km/h,—,1009 hPa,56 %
2024-06-04,12,,35 °C,—,23 °C,0 mm,—,,9 km/h,—,1008 hPa,50 %
2024-06-04,13,,36 °C,—,24.9 °C,0 mm,—,,6 km/h,—,1008 hPa,53 %
2024-06-04,14,,36 °C,—,22.9 °C,0 mm,—,,9 km/h,—,1007 hPa,47 %
2024-06-04,15,,37 °C,—,23.1 °C,0 mm,—,,9 km/h,—,1006 hPa,45 %
2024-06-04,16,,37 °C,—,23.1 °C,0 mm,—,,9 km/h,—,1006 hPa,45 %
2024-06-04,17,,36 °C,—,22.9 °C,0 mm,—,,6 km/h,—,1007 hPa,47 %
2024-06-04,18,,34 °C,—,25.1 °C,0 mm,—,,11 km/h,—,1007 hPa,60 %
2024-06-04,19,,33 °C,—,26.1 °C,0 mm,—,,9 km/h,—,1007 hPa,67 %
2024-06-04,20,,33 °C,—,28 °C,0 mm,—,,11 km/h,—,1008 hPa,75 %
2024-06-04,21,,32 °C,—,28.1 °C,0 mm,—,,19 km/h,—,1009 hPa,80 %
2024-06-04,22,,32 °C,—,28.1 °C,0 mm,—,,17 km/h,—,1009 hPa,80 %
2024-06-04,23,,31 °C,—,28 °C,0 mm,—,,20 km/h,—,1010 hPa,84 %
2024-06-05,00,,30 °C,—,28 °C,0 mm,—,,17 km/h,—,1009 hPa,89 %
2024-06-05,01,,29 °C,—,27.9 °C,0 mm,—,,13 km/h,—,1009 hPa,94 %
2024-06-05,02,,29 °C,—,27.9 °C,0 mm,—,,13 km/h,—,1009 hPa,94 %
2024-06-05,03,,29 °C,—,27.9 °C,0 mm,—,,19 km/h,—,1008 hPa,94 %
2024-06-05,04,,29 °C,—,27.9 °C,0 mm,—,,13 km/h,—,1008 hPa,94 %
2024-06-05,05,,29 °C,—,27.9 °C,0 mm,—,,15 km/h,—,1009 hPa,94 %
2024-06-05,06,,29 °C,—,27.9 °C,0 mm,—,,13 km/h,—,1009 hPa,94 %
2024-06-05,07,,30 °C,—,28 °C,0 mm,—,,11 km/h,—,1010 hPa,89 %
2024-06-05,08,,31 °C,—,28 °C,0 mm,—,,15 km/h,—,1010 hPa,84 %
2024-06-05,09,,32 °C,—,28.1 °C,0 mm,—,,19 km/h,—,1011 hPa,80 %
2024-06-05,10,,34 °C,—,27 °C,0 mm,—,,19 km/h,—,1010 hPa,67 %
2024-06-05,11,,34 °C,—,27 °C,0 mm,—,,19 km/h,—,1010 hPa,67 %
2024-06-05,12,,35 °C,—,24.9 °C,0 mm,—,,20 km/h,—,1009 hPa,56 %
2024-06-05,13,,34 °C,—,24 °C,0 mm,—,,19 km/h,—,1008 hPa,56 %
2024-06-05,14,,34 °C,—,25.1 °C,0 mm,—,,17 km/h,—,1008 hPa,60 %
2024-06-05,15,,33 °C,—,25 °C,0 mm,—,,17 km/h,—,1007 hPa,63 %
2024-06-05,16,,29 °C,—,25 °C,0.1 mm,—,,22 km/h,—,1008 hPa,79 %
2024-06-05,17,,30 °C,—,25.1 °C,0.6 mm,—,,17 km/h,—,1008 hPa,75 %
2024-06-05,18,,30 °C,—,26 °C,0 mm,—,,6 km/h,—,1008 hPa,79 %
2024-06-05,19,,30 °C,—,26 °C,0 mm,—,,2 km/h,—,1009 hPa,79 %
2024-06-05,20,,30 °C,—,26 °C,0 mm,—,,4 km/h,—,1010 hPa,79 %
2024-06-05,21,,30 °C,—,27 °C,0 mm,—,,9 km/h,—,1011 hPa,84 %
2024-06-05,22,,30 °C,—,28 °C,0 mm,—,,11 km/h,—,1011 hPa,89 %
2024-06-05,23,,30 °C,—,28 °C,0 mm,—,,2 km/h,—,1011 hPa,89 %
2024-06-06,00,,29 °C,—,27.9 °C,0 mm,—,,2 km/h,—,1011 hPa,94 %
2024-06-06,01,,29 °C,—,27.9 °C,0 mm,—,,9 km/h,—,1010 hPa,94 %
2024-06-06,02,,29 °C,—,27.9 °C,0 mm,—,,6 km/h,—,1010 hPa,94 %
2024-06-06,03,,29 °C,—,27.9 °C,0.8 mm,—,,7 km/h,—,1010 hPa,94 %
2024-06-06,04,,28 °C,—,28 °C,0 mm,—,,7 km/h,—,1010 hPa,100 %
2024-06-06,05,,28 °C,—,28 °C,0 mm,—,,6 km/h,—,1010 hPa,100 %
2024-06-06,06,,28 °C,—,28 °C,0 mm,—,,4 km/h,—,1010 hPa,100 %
2024-06-06,07,,30 °C,—,28.9 °C,0 mm,—,,11 km/h,—,1011 hPa,94 %
2024-06-06,08,,31 °C,—,29 °C,0 mm,—,,11 km/h,—,1011 hPa,89 %
2024-06-06,09,,32 °C,—,28.1 °C,0.2 mm,—,,9 km/h,—,1011 hPa,80 %
2024-06-06,10,,34 °C,—,26 °C,0 mm,—,,9 km/h,—,1010 hPa,63 %
2024-06-06,11,,35 °C,—,24.9 °C,0.2 mm,—,,9 km/h,—,1010 hPa,56 %
2024-06-06,12,,36 °C,—,23.9 °C,0.2 mm,—,,9 km/h,—,1009 hPa,50 %
2024-06-06,13,,36 °C,—,23.9 °C,0.2 mm,—,,13 km/h,—,1008 hPa,50 %
2024-06-06,14,,36 °C,—,23.9 °C,0.2 mm,—,,9 km/h,—,1007 hPa,50 %
2024-06-06,15,,35 °C,—,24.9 °C,0.2 mm,—,,13 km/h,—,1006 hPa,56 %
2024-06-06,16,,34 °C,—,24 °C,1.7 mm,—,,15 km/h,—,1007 hPa,56 %
2024-06-06,17,,32 °C,—,26.1 °C,3.6 mm,—,,11 km/h,—,1007 hPa,71 %
2024-06-06,18,,32 °C,—,26.1 °C,0.1 mm,—,,9 km/h,—,1008 hPa,71 %
2024-06-06,19,,32 °C,—,26.1 °C,0.1 mm,—,,2 km/h,—,1009 hPa,71 %
2024-06-06,20,,32 °C,—,27 °C,0 mm,—,,4 km/h,—,1010 hPa,75 %
2024-06-06,21,,31 °C,—,26.9 °C,0 mm,—,,6 km/h,—,1010 hPa,79 %
2024-06-06,22,,31 °C,—,26.9 °C,0 mm,—,,11 km/h,—,1010 hPa,79 %
2024-06-06,23,,30 °C,—,26 °C,0 mm,—,,11 km/h,—,1010 hPa,79 %
2024-06-07,00,,30 °C,—,26 °C,0 mm,—,,15 km/h,—,1010 hPa,79 %
2024-06-07,01,,30 °C,—,27 °C,0 mm,—,,20 km/h,—,1009 hPa,84 %
2024-06-07,02,,29 °C,—,27 °C,0 mm,—,,17 km/h,—,1008 hPa,89 %
2024-06-07,03,,29 °C,—,27 °C,0 mm,—,,15 km/h,—,1008 hPa,89 %
2024-06-07,04,,29 °C,—,27 °C,0 mm,—,,11 km/h,—,1008 hPa,89 %
2024-06-07,05,,28 °C,—,26.9 °C,0 mm,—,,11 km/h,—,1009 hPa,94 %
2024-06-07,06,,28 °C,—,28 °C,0.3 mm,—,,9 km/h,—,1009 hPa,100 %
2024-06-07,07,,29 °C,—,27.9 °C,0.2 mm,—,,9 km/h,—,1010 hPa,94 %
2024-06-07,08,,30 °C,—,28 °C,0 mm,—,,6 km/h,—,1010 hPa,89 %
2024-06-07,09,,32 °C,—,27 °C,0 mm,—,,7 km/h,—,1010 hPa,75 %
2024-06-07,10,,31.4 °C,—,24.5 °C,0 mm,—,,9.3 km/h,—,1010.1 hPa,67 %
2024-06-07,11,,33 °C,—,26.1 °C,0 mm,—,,13 km/h,—,1009 hPa,67 %
2024-06-07,12,,26 °C,—,25 °C,0 mm,—,,19 km/h,—,1009 hPa,94 %
2024-06-07,13,,26 °C,—,26 °C,0 mm,—,,17 km/h,—,1008 hPa,100 %
2024-06-07,14,,28 °C,—,26.9 °C,0 mm,—,,2 km/h,—,1007 hPa,94 %
2024-06-07,15,,28 °C,—,26.9 °C,0 mm,—,,4 km/h,—,1006 hPa,94 %
2024-06-07,16,,28 °C,—,26.9 °C,0 mm,—,,6 km/h,—,1006 hPa,94 %
2024-06-07,17,,27 °C,—,27 °C,1.2 mm,—,,15 km/h,—,1007 hPa,100 %
2024-06-07,18,,27 °C,—,27 °C,0 mm,—,,11 km/h,—,1007 hPa,100 %
2024-06-07,19,,27 °C,—,26 °C,0 mm,—,,6 km/h,—,1007 hPa,94 %
2024-06-07,20,,27 °C,—,26 °C,0 mm,—,,11 km/h,—,1008 hPa,94 %
2024-06-07,21,,26 °C,—,25 °C,0 mm,—,,9 km/h,—,1008 hPa,94 %
2024-06-07,22,,27 °C,—,25 °C,0 mm,—,,4 km/h,—,1008 hPa,89 %
2024-06-07,23,,27 °C,—,26 °C,0 mm,—,,4 km/h,—,1008 hPa,94 %
2024-06-08,00,,27 °C,—,26 °C,0 mm,—,,4 km/h,—,1008 hPa,94 %
2024-06-08,01,,27 °C,—,26 °C,0 mm,—,,4 km/h,—,1007 hPa,94 %
2024-06-08,02,,27 °C,—,26 °C,0 mm,—,,2 km/h,—,1007 hPa,94 %
2024-06-08,03,,26 °C,—,26 °C,0 mm,—,,7 km/h,—,1006 hPa,100 %
2024-06-08,04,,27 °C,—,26 °C,0 mm,—,,4 km/h,—,1007 hPa,94 %
2024-06-08,05,,27 °C,—,26 °C,0 mm,—,,2 km/h,—,1007 hPa,94 %
2024-06-08,06,,27 °C,—,26 °C,0 mm,—,,4 km/h,—,1008 hPa,94 %
2024-06-08,07,,29 °C,—,27 °C,0 mm,—,,2 km/h,—,1008 hPa,89 %
2024-06-08,08,,30 °C,—,27 °C,0 mm,—,,2 km/h,—,1009 hPa,84 %
2024-06-08,09,,32 °C,—,28.1 °C,0.1 mm,—,,9 km/h,—,1008 hPa,80 %
2024-06-08,10,,33 °C,—,27 °C,0 mm,—,,11 km/h,—,1009 hPa,71 %
2024-06-08,11,,33 °C,—,26.1 °C,0 mm,—,,15 km/h,—,1008 hPa,67 %
2024-06-08,12,,34 °C,—,26 °C,0 mm,—,,15 km/h,—,1007 hPa,63 %
2024-06-08,13,,34 °C,—,26 °C,0 mm,—,,13 km/h,—,1006 hPa,63 %
2024-06-08,14,,35 °C,—,24 °C,0 mm,—,,11 km/h,—,1005 hPa,53 %
2024-06-08,15,,34 °C,—,25.1 °C,0 mm,—,,11 km/h,—,1004 hPa,60 %
2024-06-08,16,,30 °C,—,23.9 °C,3.1 mm,—,,32 km/h,—,1005 hPa,70 %
2024-06-08,17,,27 °C,—,26 °C,0.3 mm,—,,9 km/h,—,1006 hPa,94 %
2024-06-08,18,,27 °C,—,26 °C,6.6 mm,—,,9 km/h,—,1006 hPa,94 %
2024-06-08,19,,28 °C,—,26 °C,0.6 mm,—,,7 km/h,—,1006 hPa,89 %
2024-06-08,20,,28 °C,—,26 °C,0.4 mm,—,,7 km/h,—,1007 hPa,89 %
2024-06-08,21,,27 °C,—,26 °C,0 mm,—,,7 km/h,—,1008 hPa,94 %
2024-06-08,22,,27 °C,—,26 °C,0 mm,—,,6 km/h,—,1008 hPa,94 %
2024-06-08,23,,27 °C,—,27 °C,0 mm,—,,6 km/h,—,1009 hPa,100 %
2024-06-09,00,,27 °C,—,26 °C,0 mm,—,,7 km/h,—,1008 hPa,94 %
2024-06-09,01,,28 °C,—,26.9 °C,0 mm,—,,6 km/h,—,1007 hPa,94 %
2024-06-09,02,,28 °C,—,26.9 °C,0 mm,—,,4 km/h,—,1007 hPa,94 %
2024-06-09,03,,28 °C,—,28 °C,0 mm,—,,11 km/h,—,1006 hPa,100 %
2024-06-09,04,,28 °C,—,26.9 °C,0 mm,—,,6 km/h,—,1006 hPa,94 %
2024-06-09,05,,28 °C,—,28 °C,0 mm,—,,4 km/h,—,1006 hPa,100 %
2024-06-09,06,,29 °C,—,27.9 °C,0 mm,—,,7 km/h,—,1007 hPa,94 %
2024-06-09,07,,30 °C,—,28 °C,0 mm,—,,7 km/h,—,1007 hPa,89 %
2024-06-09,08,,31 °C,—,28 °C,0 mm,—,,17 km/h,—,1008 hPa,84 %
2024-06-09,09,,31 °C,—,26.9 °C,0 mm,—,,19 km/h,—,1008 hPa,79 %
2024-06-09,10,,28 °C,—,26 °C,0 mm,—,,28 km/h,—,1009 hPa,89 %
2024-06-09,11,,30 °C,—,26 °C,0.1 mm,—,,26 km/h,—,1008 hPa,79 %
2024-06-09,12,,30 °C,—,25.1 °C,0.3 mm,—,,19 km/h,—,1008 hPa,75 %
2024-06-09,13,,30 °C,—,26 °C,2.5 mm,—,,15 km/h,—,1007 hPa,79 %
2024-06-09,14,,31 °C,—,26 °C,0.8 mm,—,,20 km/h,—,1006 hPa,75 %
2024-06-09,15,,30 °C,—,26 °C,0.2 mm,—,,19 km/h,—,1006 hPa,79 %
2024-06-09,16,,31 °C,—,26 °C,0.6 mm,—,,17 km/h,—,1006 hPa,75 %
2024-06-09,17,,31 °C,—,26 °C,0.4 mm,—,,15 km/h,—,1006 hPa,75 %
2024-06-09,18,,31 °C,—,25.1 °C,0.1 mm,—,,17 km/h,—,1007 hPa,71 %
2024-06-09,19,,30 °C,—,25.1 °C,0 mm,—,,13 km/h,—,1008 hPa,75 %
2024-06-09,20,,30 °C,—,25.1 °C,0 mm,—,,11 km/h,—,1009 hPa,75 %
2024-06-09,21,,30 °C,—,25.1 °C,0 mm,—,,17 km/h,—,1009 hPa,75 %
2024-06-09,22,,29 °C,—,25 °C,0 mm,—,,13 km/h,—,1010 hPa,79 %
2024-06-09,23,,29 °C,—,25 °C,0 mm,—,,11 km/h,—,1010 hPa,79 %
2024-06-10,00,,29 °C,—,25 °C,0 mm,—,,15 km/h,—,1009 hPa,79 %
2024-06-10,01,,29 °C,—,26 °C,0 mm,—,,15 km/h,—,1009 hPa,84 %
2024-06-10,02,,28 °C,—,26 °C,0 mm,—,,11 km/h,—,1008 hPa,89 %
2024-06-10,03,,28 °C,—,26.9 °C,0 mm,—,,17 km/h,—,1008 hPa,94 %
2024-06-10,04,,28 °C,—,26 °C,0 mm,—,,11 km/h,—,1008 hPa,89 %
2024-06-10,05,,28 °C,—,26 °C,0 mm,—,,11 km/h,—,1009 hPa,89 %
2024-06-10,06,,28 °C,—,26 °C,0 mm,—,,13 km/h,—,1009 hPa,89 %
2024-06-10,07,,29 °C,—,26 °C,0 mm,—,,13 km/h,—,1010 hPa,84 %
2024-06-10,08,,30 °C,—,25.1 °C,0 mm,—,,15 km/h,—,1010 hPa,75 %
2024-06-10,09,,31 °C,—,26 °C,0 mm,—,,20 km/h,—,1010 hPa,75 %
2024-06-10,10,,29 °C,—,26 °C,0 mm,—,,28 km/h,—,1011 hPa,84 %
2024-06-10,11,,30 °C,—,23.9 °C,0.1 mm,—,,32 km/h,—,1010 hPa,70 %
2024-06-10,12,,32 °C,—,25.1 °C,0 mm,—,,22 km/h,—,1009 hPa,67 %
2024-06-10,13,,31 °C,—,25.1 °C,2.3 mm,—,,20 km/h,—,1009 hPa,71 %
2024-06-10,14,,32 °C,—,23 °C,0.1 mm,—,,22 km/h,—,1008 hPa,59 %
2024-06-10,15,,32 °C,—,20 °C,1.3 mm,—,,19 km/h,—,1008 hPa,49 %
2024-06-10,16,,32 °C,—,20.9 °C,0 mm,—,,19 km/h,—,1008 hPa,52 %
2024-06-10,17,,31 °C,—,22.1 °C,2.5 mm,—,,17 km/h,—,1008 hPa,59 %
2024-06-10,18,,30 °C,—,21.9 °C,0 mm,—,,17 km/h,—,1008 hPa,62 %
2024-06-10,19,,30 °C,—,23 °C,0 mm,—,,15 km/h,—,1010 hPa,66 %
2024-06-10,20,,30 °C,—,23 °C,0 mm,—,,11 km/h,—,1010 hPa,66 %
2024-06-10,21,,29 °C,—,23 °C,0 mm,—,,11 km/h,—,1011 hPa,70 %
2024-06-10,22,,29 °C,—,24.1 °C,0 mm,—,,13 km/h,—,1012 hPa,75 %
2024-06-10,23,,29 °C,—,24.1 °C,0 mm,—,,13 km/h,—,1012 hPa,75 %
2024-06-11,00,,29 °C,—,25 °C,0 mm,—,,11 km/h,—,1011 hPa,79 %
2024-06-11,01,,28 °C,—,25 °C,0 mm,—,,11 km/h,—,1011 hPa,84 %
2024-06-11,02,,28 °C,—,26 °C,0 mm,—,,11 km/h,—,1010 hPa,89 %
2024-06-11,03,,28 °C,—,26 °C,0 mm,—,,7 km/h,—,1010 hPa,89 %
2024-06-11,04,,28 °C,—,26 °C,0 mm,—,,6 km/h,—,1011 hPa,89 %
2024-06-11,05,,28 °C,—,26 °C,0 mm,—,,6 km/h,—,1011 hPa,89 %
2024-06-11,06,,29 °C,—,27 °C,0 mm,—,,6 km/h,—,1012 hPa,89 %
2024-06-11,07,,30 °C,—,26 °C,0 mm,—,,9 km/h,—,1012 hPa,79 %
2024-06-11,08,,31 °C,—,26 °C,0 mm,—,,13 km/h,—,1012 hPa,75 %
2024-06-11,09,,32 °C,—,25.1 °C,0 mm,—,,19 km/h,—,1012 hPa,67 %
2024-06-11,10,,33 °C,—,25 °C,0 mm,—,,19 km/h,—,1012 hPa,63 %
2024-06-11,11,,33 °C,—,23.9 °C,0 mm,—,,19 km/h,—,1011 hPa,59 %
2024-06-11,12,,33 °C,—,23.9 °C,0 mm,—,,19 km/h,—,1010 hPa,59 %
2024-06-11,13,,34 °C,—,23.1 °C,0 mm,—,,17 km/h,—,1010 hPa,53 %
2024-06-11,14,,34 °C,—,24 °C,0 mm,—,,17 km/h,—,1008 hPa,56 %
2024-06-11,15,,34 °C,—,24 °C,1.5 mm,—,,17 km/h,—,1008 hPa,56 %
2024-06-11,16,,33 °C,—,23.9 °C,0 mm,—,,19 km/h,—,1008 hPa,59 %
2024-06-11,17,,33 °C,—,23.9 °C,0 mm,—,,20 km/h,—,1008 hPa,59 %
2024-06-11,18,,32 °C,—,24.1 °C,0 mm,—,,17 km/h,—,1008 hPa,63 %
2024-06-11,19,,31 °C,—,25.1 °C,0 mm,—,,11 km/h,—,1009 hPa,71 %
2024-06-11,20,,30 °C,—,25.1 °C,0 mm,—,,17 km/h,—,1010 hPa,75 %
2024-06-11,21,,30 °C,—,23.9 °C,0 mm,—,,17 km/h,—,1010 hPa,70 %
2024-06-11,22,,29 °C,—,25 °C,0 mm,—,,13 km/h,—,1011 hPa,79 %
2024-06-11,23,,29 °C,—,26 °C,0 mm,—,,17 km/h,—,1011 hPa,84 %
2024-06-12,00,,29 °C,—,27 °C,0 mm,—,,13 km/h,—,1010 hPa,89 %
2024-06-12,01,,28 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1010 hPa,94 %
2024-06-12,02,,28 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1010 hPa,94 %
2024-06-12,03,,27 °C,—,27 °C,0 mm,—,,13 km/h,—,1010 hPa,100 %
2024-06-12,04,,27 °C,—,26 °C,0 mm,—,,9 km/h,—,1011 hPa,94 %
2024-06-12,05,,27 °C,—,26 °C,0 mm,—,,9 km/h,—,1011 hPa,94 %
2024-06-12,06,,29 °C,—,27 °C,0 mm,—,,7 km/h,—,1012 hPa,89 %
2024-06-12,07,,30 °C,—,27 °C,0 mm,—,,15 km/h,—,1012 hPa,84 %
2024-06-12,08,,31 °C,—,26.9 °C,0 mm,—,,15 km/h,—,1013 hPa,79 %
2024-06-12,09,,33 °C,—,26.1 °C,0 mm,—,,17 km/h,—,1013 hPa,67 %
2024-06-12,10,,33 °C,—,25 °C,0 mm,—,,17 km/h,—,1012 hPa,63 %
2024-06-12,11,,34 °C,—,24 °C,0 mm,—,,17 km/h,—,1011 hPa,56 %
2024-06-12,12,,35 °C,—,24 °C,0.2 mm,—,,15 km/h,—,1010 hPa,53 %
2024-06-12,13,,35 °C,—,24 °C,0.1 mm,—,,19 km/h,—,1010 hPa,53 %
2024-06-12,14,,36 °C,—,22.9 °C,0 mm,—,,15 km/h,—,1009 hPa,47 %
2024-06-12,15,,35 °C,—,24 °C,2.3 mm,—,,15 km/h,—,1008 hPa,53 %
2024-06-12,16,,35 °C,—,24 °C,1 mm,—,,17 km/h,—,1008 hPa,53 %
2024-06-12,17,,34 °C,—,24 °C,0 mm,—,,19 km/h,—,1009 hPa,56 %
2024-06-12,18,,33 °C,—,23.9 °C,0 mm,—,,15 km/h,—,1009 hPa,59 %
2024-06-12,19,,28 °C,—,24 °C,0 mm,—,,11 km/h,—,1009 hPa,79 %
2024-06-12,20,,28 °C,—,24 °C,0 mm,—,,11 km/h,—,1010 hPa,79 %
2024-06-12,21,,28 °C,—,25 °C,0 mm,—,,7 km/h,—,1010 hPa,84 %
2024-06-12,22,,28 °C,—,25 °C,0 mm,—,,2 km/h,—,1010 hPa,84 %
2024-06-12,23,,28 °C,—,25 °C,0 mm,—,,2 km/h,—,1010 hPa,84 %
